"1991" "1992" "1993" "1994" "1995" "1996" "1997" "1998" "1999" "2000" "2001" "2002" "2003" "2004" "2005" "2006" "2007" "2008" "2009" "2010"
"1076500" 3.04525194998143 2.35272313718883 5.02081098476722 5.47492512585229 6.63337059241947 3.77411867111562 4.26447574334898 4.18734673859735 1.70605720324988 6.85497457088366 9.67265316520189 11.4697577648982 3.39973185213561 2.75517467453405 4.59434662938529 4.05953363598844 4.89560941341763 2.30423037716616 2.31614024920313 4.79289940828402
"1078000" 5.28319502074689 4.52237591537836 9.09604519774011 8.15181818181818 12.0020512820513 3.7037037037037 10.3359728506787 5.37338573834924 2.50660792951542 6.05804953560372 15.6458439140003 20.4149232914923 4.93425814234017 4.84807417974322 6.46632420091324 2.95689655172414 7.78860445912469 2.48943937418514 1.82357453336743 15.0613861386139
"1081000" 3.14175701692167 2.84800914856014 2.87313517822571 3.35651378245454 3.50323666494045 2.60536612632756 3.29107328933658 3.4473892753368 3.55678975282698 3.44017823284035 4.44940762087736 3.98955108359133 2.45223981391161 1.93653846153846 5.12978303747535 1.95203153172041 4.97323926529619 1.39010017678256 1.32294919363727 3.98008216108552
"1089100" 3.31591737545565 4.90637860082305 12.1981981981982 9.03214890016921 11.840945977278 6.96037463976945 11.2349823321555 7.60935910478128 3.3958961979481 4.18015482054891 12.9868421052632 11.166592028661 2.81770833333333 3.55643459915612 8.07667103538663 5.18138651471985 6.05848903330626 1.63377192982456 1.32147422241159 26.5552050473186
"1092000" 3.18503296515113 2.83519206939281 7.17894682068894 5.91373801916933 6.51217202384268 3.83251281020798 5.11927528938098 3.60522651815358 2.50740140464614 4.19626696832579 8.13403563823826 7.67522668608114 3.03786556089044 2.92963129496403 5.20831826401447 3.32455712660491 6.12587149048427 1.69127481159113 1.47977921084272 7.77161802271863
"1094400" 1.76519624869746 3.43798118049615 10.1439688715953 3.64747081712062 13.657448706512 4.4300062774639 6.72045743329098 7.53673469387755 6.05131480890024 3.43513670738802 9.43451463790447 9.55378486055777 3.95129375951294 4.00367376928729 5.37220026350461 3.63479145473042 7.47440273037543 2.63856558666247 1.73992560446373 18.7174558797833
"1094500" 1.84302918963054 2.74961419753086 8.03233438485804 3.18327974276527 7.13461538461539 3.93049971280873 6.02459016393443 6.5663196016297 4.7883877159309 3.95129754710274 8.33462432223083 6.40128558310377 3.65801315334026 4.56783164223976 4.77557411273486 3.35396961880195 5.90335707019329 2.6818671454219 1.49422673198041 11.2411118293471
"1096000" 2.82640949554896 3.84112903225806 11.89375 5.22722620266121 15.0649772579597 5.99671322925226 10.117747440273 9.26082004555809 5.90598679717733 3.85309278350515 11.390873015873 11.1426141196484 6.03232533889468 6.50363447559709 6.55455365193868 5.08153638814016 9.05006954102921 2.64214902462424 1.71822104215068 27.2916104666846
"1096500" 2.28570199587061 2.97790746144227 8.78335949764521 3.44361567635904 9.06751054852321 4.65631422699246 6.75364238410596 5.70535093815149 5.25670731707317 3.83885594698291 7.68825065274151 7.01527570789866 2.45819555975437 2.92364378939892 4.73182925265992 2.29520244981286 5.38010794140324 2.14243241755217 1.39500831946755 9.74628663187475
"10965852" 1.94048287478944 4.29137931034483 36.3879003558719 11.1838475043893 17.1114442778611 9.2229900556211 21.6635397123202 10.9396751740139 11.6649359640014 6.70817843866171 15.5898123324397 16.1669242658423 6.814 7.14173228346457 10.8582834331337 7.31808731808732 17.6605005440696 2.39770023790642 2.35109717868339 59.4981751824818
"1097000" 3.34811998310097 2.51823118696664 7.75077639751553 4.34717607973422 9.42978723404255 3.32305882352941 10.0310237849018 5.14009844755774 7.28783382789317 5.26023244062658 7.65617433414043 7.21208384710234 3.64835537470329 3.69088855421687 5.65868263473054 4.02246790299572 11.3799342105263 2.49806201550388 1.49649904519414 22.4672897196262
"1097300" 2.4703611800386 4.46098868374032 28.4796281104731 6.11666666666667 28.811282740094 4.93185078909613 22.0777807995649 8.00786047654139 11.6817864619679 5.60747663551402 15.8877771237983 11.0169491525424 3.80842202683943 6.07292882147024 10.7335907335907 6.26083188908146 25.2670501232539 2.86229395604396 2.12002759255001 167.391304347826
"1098530" 2.10591983010353 3.01934703748488 8.37378640776699 4.2944099378882 7.90630472854641 3.83960396039604 18.0712788259958 6.29292452830189 6.15138461538461 6.42465753424658 18.642323986282 4.51991614255765 3.21388979458754 2.41092112520684 4.34384236453202 5.04315196998124 8.39877300613497 2.99866310160428 1.34218386989711 40.1989924433249
"1099500" 2.71687211093991 2.86693936477382 10.630458817026 4.44992050874404 11.1785083068222 3.56832324610008 11.909668313338 4.22020069398856 6.80783996767024 5.65971990663554 10.2299021061999 7.00689655172414 3.31589374155786 3.27200663655636 5.28922658759575 3.99484673478454 11.2141979857529 2.31545784850297 1.41079802289722 22.2960553070354
"1100000" 2.51990651192779 2.66483776369312 7.68610194352769 5.15292162127605 6.6057883808636 3.82812034554662 5.79853777416734 3.89515865227347 3.08340088264433 4.10183781735506 7.1881988646138 7.2535148404374 3.0254980672019 2.98790382062251 5.17301949762867 3.49742720503662 7.13877088643444 1.7027211617959 1.33355274553958 10.9042576660049
"1100600" 1.68360655737705 2.64530551415797 6.93467336683417 3.52152521525215 10.2987070887205 3.72656921754084 8.07775377969762 4.68120805369128 4.598095832683 4.89959016393443 10.5686591276252 8.15692079940785 3.10503751339764 2.53461875547765 6.31779661016949 3.76076993583868 10.39975399754 2.25384615384615 1.47596153846154 20.7300807300807
